"X__gid","cod","tipo","cveigecem","nom_mun","deleg","cveinegi","nom_reg","num_reg","uso","tipologia","valm2","distrito_centro","area","distrito1_nombre","distrito1_puntos","distrito2_nombre","distrito2_puntos","distrito3_nombre","distrito3_puntos","distrito4_nombre","distrito4_puntos","distrito5_nombre","distrito5_puntos"
5505,"009","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"128",556634.152333556,"128",100,"0",0,"0",0,"0",0,"0",0
5669,"018","H3","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional interés social","Habitacional",NA,"174",419969.247647942,"174",100,"0",0,"0",0,"0",0,"0",0
5461,"017","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",1170899.70492753,"122",100,"0",0,"0",0,"0",0,"0",0
5463,"020","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",942432.22202757,"122",100,"0",0,"0",0,"0",0,"0",0
5464,"133","H4","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional residencial medio","Habitacional",NA,"122",624452.649999873,"121",35,"122",65,"0",0,"0",0,"0",0
5618,"052","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"175",386965.176124662,"172",3,"175",97,"0",0,"0",0,"0",0
5468,"053","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",1556757.9785415,"122",100,"0",0,"0",0,"0",0,"0",0
5506,"121","E1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Equipamiento","Equipamiento",NA,"128",769415.668090047,"128",78,"132",22,"0",0,"0",0,"0",0
5470,"137","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",635041.590688982,"122",100,"0",0,"0",0,"0",0,"0",0
5471,"018","E1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Equipamiento","Equipamiento",NA,"122",462397.869134465,"122",100,"0",0,"0",0,"0",0,"0",0
5485,"054","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",713866.974376732,"122",100,"0",0,"0",0,"0",0,"0",0
5478,"142","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",1841832.88761431,"122",100,"0",0,"0",0,"0",0,"0",0
5480,"108","H5","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional residencial bueno","Habitacional",NA,"122",3142190.37204059,"122",100,"0",0,"0",0,"0",0,"0",0
5511,"107","I2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Industrial ligera","Industrial",NA,"122",57623.401762199,"122",100,"0",0,"0",0,"0",0,"0",0
5482,"050","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",1052324.49871516,"122",100,"0",0,"0",0,"0",0,"0",0
5484,"051","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",838713.578724753,"122",100,"0",0,"0",0,"0",0,"0",0
5487,"125","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",1884936.67867392,"122",100,"0",0,"0",0,"0",0,"0",0
5488,"124","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",134395.878362986,"122",65,"128",35,"0",0,"0",0,"0",0
5489,"123","H3","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional interés social","Habitacional",NA,"122",74517.0030002763,"122",100,"0",0,"0",0,"0",0,"0",0
5551,"014","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",617813.501229949,"134",100,"0",0,"0",0,"0",0,"0",0
5495,"127","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",811471.958199219,"122",96,"125",4,"0",0,"0",0,"0",0
5500,"109","H5","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional residencial bueno","Habitacional",NA,"122",499702.913704467,"122",100,"0",0,"0",0,"0",0,"0",0
5497,"001","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",1878155.68628055,"122",100,"0",0,"0",0,"0",0,"0",0
5498,"004","I3","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Industrial mediana","Industrial",NA,"122",483468.060795205,"122",94,"125",1,"128",5,"0",0,"0",0
5499,"134","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",3560446.85551023,"121",17,"122",75,"123",8,"0",0,"0",0
5501,"052","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",697881.007614877,"122",100,"0",0,"0",0,"0",0,"0",0
5502,"032","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",501041.336546254,"122",100,"0",0,"0",0,"0",0,"0",0
6068,"119","E1","092","TLALNEPANTLA DE BAZ","Naucalpan de Juárez","15104","Tlalnepantla","XII","Equipamiento","Equipamiento",NA,"112",537486.088732655,"112",80,"115",20,"0",0,"0",0,"0",0
5507,"024","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",624150.437508012,"122",100,"0",0,"0",0,"0",0,"0",0
5513,"016","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",766420.694794415,"122",100,"0",0,"0",0,"0",0,"0",0
5700,"003","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",74450.8447786805,"172",34,"174",66,"0",0,"0",0,"0",0
5509,"141","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",5238535.23850158,"121",20,"122",80,"0",0,"0",0,"0",0
5517,"011","H3","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional interés social","Habitacional",NA,"128",316380.531266922,"122",9,"128",91,"0",0,"0",0,"0",0
5514,"023","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",734594.233179084,"122",100,"0",0,"0",0,"0",0,"0",0
6584,"021","H3","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"136",298605.420283851,"136",100,"0",0,"0",0,"0",0,"0",0
5518,"106","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",1931787.5231942,"122",100,"0",0,"0",0,"0",0,"0",0
6585,"023","H3","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"136",144173.703987986,"131",5,"136",95,"0",0,"0",0,"0",0
5519,"129","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",2099126.5497358,"122",100,"0",0,"0",0,"0",0,"0",0
6038,"108","H3","092","TLALNEPANTLA DE BAZ","Naucalpan de Juárez","15104","Tlalnepantla","XII","Habitacional interés social","Habitacional",NA,"114",98466.7738220305,"113",27,"114",73,"0",0,"0",0,"0",0
5521,"015","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",1263525.31514163,"122",100,"0",0,"0",0,"0",0,"0",0
5539,"001","H2","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional popular","Habitacional",NA,"134",909695.302374502,"134",100,"0",0,"0",0,"0",0,"0",0
5716,"090","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"189",2099479.06357457,"174",3,"189",97,"0",0,"0",0,"0",0
5523,"126","H2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional popular","Habitacional",NA,"122",1192050.57796941,"122",100,"0",0,"0",0,"0",0,"0",0
5540,"011","H2","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional popular","Habitacional",NA,"134",568900.165246015,"134",100,"0",0,"0",0,"0",0,"0",0
5524,"120","H1","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Habitacional precario","Habitacional",NA,"122",8676064.59040962,"122",60,"128",19,"132",21,"0",0,"0",0
5525,"002","I3","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Industrial mediana","Industrial",NA,"122",436964.692849159,"122",82,"128",18,"0",0,"0",0,"0",0
5526,"003","I2","006","TEPOTZOTLÁN","Naucalpan de Juárez","15095","Cuautitlán Izcalli","IV","Industrial ligera","Industrial",NA,"128",585325.590902468,"122",20,"125",15,"128",65,"0",0,"0",0
6586,"012","H3","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"137",34294.7360712588,"137",100,"0",0,"0",0,"0",0,"0",0
5527,"007","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",1509876.77506932,"134",100,"0",0,"0",0,"0",0,"0",0
5529,"004","H2","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional popular","Habitacional",NA,"134",499928.562082325,"134",100,"0",0,"0",0,"0",0,"0",0
5530,"009","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",792968.278721229,"134",100,"0",0,"0",0,"0",0,"0",0
6587,"006","H2","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"137",290073.542110837,"136",2,"137",98,"0",0,"0",0,"0",0
5538,"005","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",2012879.02325413,"134",100,"0",0,"0",0,"0",0,"0",0
5537,"013","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",291416.848636964,"134",100,"0",0,"0",0,"0",0,"0",0
5542,"012","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",1167936.37031072,"134",100,"0",0,"0",0,"0",0,"0",0
5543,"010","H2","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional popular","Habitacional",NA,"134",674182.924462257,"134",100,"0",0,"0",0,"0",0,"0",0
6039,"017","C2","092","TLALNEPANTLA DE BAZ","Naucalpan de Juárez","15104","Tlalnepantla","XII","Comercial medio","Comercial",NA,"114",50566.0771261113,"114",100,"0",0,"0",0,"0",0,"0",0
5547,"006","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",1543016.26810827,"134",100,"0",0,"0",0,"0",0,"0",0
5549,"037","I1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Industrial económica","Industrial",NA,"134",6910883.77953098,"134",64,"0",0,"0",0,"0",0,"0",0
5550,"008","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",3536777.66355302,"134",100,"0",0,"0",0,"0",0,"0",0
6040,"231","C3","092","TLALNEPANTLA DE BAZ","Naucalpan de Juárez","15104","Tlalnepantla","XII","Comercial alto","Comercial",NA,"113",98743.9580552951,"113",100,"0",0,"0",0,"0",0,"0",0
5553,"002","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",1087158.08373967,"134",100,"0",0,"0",0,"0",0,"0",0
5554,"003","H1","120","TEQUIXQUIAC","Ecatepec de Morelos","15096","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",4473128.70101602,"134",100,"0",0,"0",0,"0",0,"0",0
5615,"202","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",77641.8817736581,"174",100,"0",0,"0",0,"0",0,"0",0
5627,"013","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",318512.776865308,"174",96,"175",4,"0",0,"0",0,"0",0
5616,"051","I1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial económica","Industrial",NA,"172",662857.349090976,"172",35,"175",65,"0",0,"0",0,"0",0
5724,"043","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",379079.827581328,"174",90,"175",10,"0",0,"0",0,"0",0
5725,"008","H4","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional residencial medio","Habitacional",NA,"174",304361.495010383,"174",82,"175",18,"0",0,"0",0,"0",0
5726,"005","H3","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional interés social","Habitacional",NA,"174",69951.0669109328,"174",100,"0",0,"0",0,"0",0,"0",0
5701,"009","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",1021358.46765457,"172",44,"174",56,"0",0,"0",0,"0",0
5623,"170","C2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Comercial medio","Comercial",NA,"189",167771.282851413,"189",100,"0",0,"0",0,"0",0,"0",0
5702,"200","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"173",763746.500051612,"173",100,"0",0,"0",0,"0",0,"0",0
5619,"050","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"175",5023900.6676416,"175",100,"0",0,"0",0,"0",0,"0",0
5621,"153","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"189",84677.1354631884,"189",100,"0",0,"0",0,"0",0,"0",0
5727,"011","C2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Comercial medio","Comercial",NA,"174",126790.694791866,"174",100,"0",0,"0",0,"0",0,"0",0
5703,"132","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"173",1532119.11513038,"173",92,"174",8,"0",0,"0",0,"0",0
5625,"201","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",1890553.24856391,"174",100,"0",0,"0",0,"0",0,"0",0
5632,"076","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",2296959.22015552,"174",100,"0",0,"0",0,"0",0,"0",0
5630,"079","H4","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional residencial medio","Habitacional",NA,"174",812441.291558174,"174",100,"0",0,"0",0,"0",0,"0",0
5631,"121","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",698753.697119189,"174",100,"0",0,"0",0,"0",0,"0",0
5634,"049","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"173",290114.624281147,"173",100,"0",0,"0",0,"0",0,"0",0
5635,"198","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"173",714642.826061627,"173",100,"0",0,"0",0,"0",0,"0",0
5644,"053","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"175",2900879.92111507,"172",26,"175",74,"0",0,"0",0,"0",0
5652,"002","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",1949659.75304004,"172",35,"173",1,"174",64,"0",0,"0",0
5653,"086","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"173",768595.995477324,"173",100,"0",0,"0",0,"0",0,"0",0
5654,"035","H3","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional interés social","Habitacional",NA,"174",29401.2731456161,"174",100,"0",0,"0",0,"0",0,"0",0
5646,"007","C2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Comercial medio","Comercial",NA,"174",125231.098955511,"174",100,"0",0,"0",0,"0",0,"0",0
5647,"120","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"174",1132976.72186219,"172",6,"174",79,"175",15,"0",0,"0",0
5648,"103","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"189",248384.524878975,"189",100,"0",0,"0",0,"0",0,"0",0
5655,"010","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",399930.895553392,"174",100,"0",0,"0",0,"0",0,"0",0
5656,"042","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"172",324549.74081884,"172",100,"0",0,"0",0,"0",0,"0",0
5658,"041","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"172",2198450.07712722,"172",100,"0",0,"0",0,"0",0,"0",0
5659,"199","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",48475.6801691838,"174",100,"0",0,"0",0,"0",0,"0",0
5660,"066","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"174",155282.785836516,"174",100,"0",0,"0",0,"0",0,"0",0
5665,"159","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"175",3205033.01377823,"175",100,"0",0,"0",0,"0",0,"0",0
5666,"023","H3","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional interés social","Habitacional",NA,"174",441202.173552076,"173",2,"174",98,"0",0,"0",0,"0",0
5667,"135","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",158981.652044225,"174",100,"0",0,"0",0,"0",0,"0",0
5668,"022","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",67545.9571981505,"174",100,"0",0,"0",0,"0",0,"0",0
5672,"055","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"175",2760603.03717349,"175",100,"0",0,"0",0,"0",0,"0",0
5673,"156","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"175",2686023.12053879,"175",100,"0",0,"0",0,"0",0,"0",0
5674,"060","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"175",2462627.29563415,"174",12,"175",88,"0",0,"0",0,"0",0
6050,"042","I2","092","TLALNEPANTLA DE BAZ","Naucalpan de Juárez","15104","Tlalnepantla","XII","Industrial ligera","Industrial",NA,"114",188667.416019328,"025",37,"114",63,"0",0,"0",0,"0",0
5677,"186","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"175",1813887.4349751,"175",100,"0",0,"0",0,"0",0,"0",0
5678,"071","I3","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial mediana","Industrial",NA,"173",224548.77006991,"173",76,"174",24,"0",0,"0",0,"0",0
5679,"069","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"173",460071.739682108,"173",98,"174",2,"0",0,"0",0,"0",0
5680,"150","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"173",2738758.67674876,"173",100,"0",0,"0",0,"0",0,"0",0
5681,"127","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",464121.868712959,"174",13,"175",87,"0",0,"0",0,"0",0
6579,"013","H2","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"136",1914140.00765978,"131",6,"136",93,"144",1,"0",0,"0",0
5683,"128","E1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Equipamiento","Equipamiento",NA,"174",654207.198539905,"174",48,"175",52,"0",0,"0",0,"0",0
5686,"136","E1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Equipamiento","Equipamiento",NA,"174",4482837.85607208,"173",28,"174",72,"0",0,"0",0,"0",0
5687,"155","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"189",477352.955461219,"189",100,"0",0,"0",0,"0",0,"0",0
5688,"097","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"189",63789.2271673176,"189",100,"0",0,"0",0,"0",0,"0",0
6580,"001","H2","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"136",981663.342619016,"131",1,"136",99,"0",0,"0",0,"0",0
5685,"077","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"173",76236.5752777462,"173",58,"174",42,"0",0,"0",0,"0",0
5709,"006","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"172",874524.638998355,"172",100,"0",0,"0",0,"0",0,"0",0
6581,"011","H1","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"136",343588.485152449,"130",3,"136",97,"0",0,"0",0,"0",0
6582,"022","H3","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"136",620409.606236377,"130",1,"136",66,"137",33,"0",0,"0",0
5689,"063","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",3433633.6076899,"174",96,"175",4,"0",0,"0",0,"0",0
5690,"137","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",360544.438089462,"174",100,"0",0,"0",0,"0",0,"0",0
5694,"143","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"173",5405738.43378056,"173",70,"174",30,"0",0,"0",0,"0",0
5695,"142","H3","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional interés social","Habitacional",NA,"174",87360.2383882068,"173",19,"174",81,"0",0,"0",0,"0",0
5696,"133","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",292460.646686882,"173",4,"174",96,"0",0,"0",0,"0",0
5697,"001","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",3133037.55556837,"173",4,"174",96,"0",0,"0",0,"0",0
5698,"004","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"174",96424.8273587227,"174",100,"0",0,"0",0,"0",0,"0",0
5705,"161","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"175",1819142.37010532,"175",100,"0",0,"0",0,"0",0,"0",0
6583,"010","H1","007","TULTEPEC","Ecatepec de Morelos","15108","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"136",1297500.54138225,"131",1,"136",89,"137",10,"0",0,"0",0
5710,"130","E1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Equipamiento","Equipamiento",NA,"174",91691.0862848572,"174",100,"0",0,"0",0,"0",0,"0",0
5707,"026","C2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Comercial medio","Comercial",NA,"174",29038.0621152334,"173",16,"174",84,"0",0,"0",0,"0",0
5708,"027","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"173",933087.569510404,"173",97,"174",3,"0",0,"0",0,"0",0
5744,"017","H1","091","TEZOYUCA","Ecatepec de Morelos","15100","Texcoco","XI","Habitacional precario","Habitacional",NA,"172",1423960.32341721,"170",43,"172",57,"0",0,"0",0,"0",0
5745,"002","H2","091","TEZOYUCA","Ecatepec de Morelos","15100","Texcoco","XI","Habitacional popular","Habitacional",NA,"172",127377.517116718,"170",20,"172",80,"0",0,"0",0,"0",0
5714,"029","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"173",2884475.73847343,"172",37,"173",53,"174",10,"0",0,"0",0
5715,"131","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"174",992357.175420655,"173",23,"174",77,"0",0,"0",0,"0",0
5717,"101","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"189",280010.090275177,"173",2,"174",13,"189",85,"0",0,"0",0
5719,"166","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"172",781553.569984498,"172",100,"0",0,"0",0,"0",0,"0",0
5746,"019","I2","091","TEZOYUCA","Ecatepec de Morelos","15100","Texcoco","XI","Industrial ligera","Industrial",NA,"172",402719.891792245,"172",100,"0",0,"0",0,"0",0,"0",0
5722,"080","I2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Industrial ligera","Industrial",NA,"174",79683.3831119593,"174",100,"0",0,"0",0,"0",0,"0",0
5723,"148","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"174",5114817.14039618,"173",35,"174",64,"189",1,"0",0,"0",0
5730,"038","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"172",715597.922148907,"172",89,"174",11,"0",0,"0",0,"0",0
5731,"185","H1","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional precario","Habitacional",NA,"175",95432.3337632873,"175",100,"0",0,"0",0,"0",0,"0",0
5734,"017","H2","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional popular","Habitacional",NA,"174",2258038.77982486,"174",90,"175",10,"0",0,"0",0,"0",0
5735,"205","H4","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional residencial medio","Habitacional",NA,"174",67932.610224105,"174",100,"0",0,"0",0,"0",0,"0",0
5747,"001","H2","091","TEZOYUCA","Ecatepec de Morelos","15100","Texcoco","XI","Habitacional popular","Habitacional",NA,"172",1180606.65502479,"172",100,"0",0,"0",0,"0",0,"0",0
