X__gid,cod,tipo,cveinegi,tipologia,distrito,area
555,24,A1,15009,Agrícola,207,3762660.139
562,103,H1,15009,Habitacional,207,548010.6581
563,102,H1,15009,Habitacional,207,942927.6313
628,45,G1,15010,Eriazo,NA,2224766.418
556,50,F2,15009,Forestal,207,2969675.758
557,5,E1,15009,Equipamiento,207,145548.3053
558,4,C2,15009,Comercial,207,14435.59324
559,14,H2,15009,Habitacional,207,713055.277
629,22,I3,15010,Industrial,NA,405162.6898
1672,101,H2,15121,Habitacional,NA,173925.3955
565,57,F1,15009,Forestal,207,9306917.702
566,59,F1,15009,Forestal,207,39090929.43
1705,156,I2,15121,Industrial,NA,646657.0208
567,30,A1,15009,Agrícola,207,2162027.22
573,63,A4,15009,Agrícola,207,3258205.115
644,107,H1,15011,Habitacional,NA,4153708.847
568,53,A4,15009,Agrícola,207,8806525.491
569,1,H2,15009,Habitacional,207,2940261.036
645,104,H2,15011,Habitacional,NA,598206.4035
575,62,A4,15009,Agrícola,207,2245302.61
580,2,H1,15009,Habitacional,207,550676.8767
576,54,A4,15009,Agrícola,207,1744059.239
577,27,H2,15009,Habitacional,207,1999091.654
578,28,I1,15009,Industrial,207,241101.8833
579,3,H1,15009,Habitacional,207,204676.3035
582,10,H1,15009,Habitacional,207,1023620.203
583,23,H2,15009,Habitacional,207,561338.4268
584,26,H1,15009,Habitacional,207,369593.9113
581,58,F1,15009,Forestal,207,15691429.43
631,24,A4,15010,Agrícola,NA,3381716.057
585,20,H3,15009,Habitacional,207,7788.164049
586,60,F1,15009,Forestal,207,36576784
632,25,A4,15010,Agrícola,NA,3084656.106
646,30,H2,15011,Habitacional,NA,1096159.314
1706,44,H2,15121,Habitacional,NA,177340.979
588,56,F1,15009,Forestal,207,2190704.256
589,9,A1,15009,Agrícola,207,206387.9096
590,61,A4,15009,Agrícola,207,1158961.335
591,31,H1,15009,Habitacional,207,1368453.605
647,105,H2,15011,Habitacional,NA,189355.6727
1707,16,H2,15121,Habitacional,NA,104048.372
594,51,A4,15009,Agrícola,207,3864950.35
595,100,A1,15009,Agrícola,207,214029.8038
596,17,H2,15009,Habitacional,NA,436190.9926
597,8,H3,15009,Habitacional,207,20991.11483
603,42,A4,15010,Agrícola,NA,489466.5471
648,109,H1,15011,Habitacional,NA,4044937.152
649,114,E1,15011,Equipamiento,NA,187338.6263
598,25,A1,15009,Agrícola,NA,3582220.156
599,22,H1,15009,Habitacional,207,350337.8307
600,52,G1,15009,Eriazo,207,575725.6839
601,101,H4,15009,Habitacional,207,100801.7354
602,11,H1,15010,Habitacional,NA,331427.5116
604,46,H1,15010,Habitacional,NA,64684.3532
605,43,G1,15010,Eriazo,NA,4849931.17
607,28,A2,15010,Agrícola,NA,5712050.708
613,39,A4,15010,Agrícola,NA,693830.2487
608,33,A4,15010,Agrícola,NA,8330850.574
609,8,H1,15010,Habitacional,NA,308231.4724
610,16,H1,15010,Habitacional,NA,158187.9466
611,37,A2,15010,Agrícola,NA,630274.1413
623,10,I4,15010,Industrial,NA,3593640.869
624,4,H1,15010,Habitacional,NA,463121.6738
625,18,H2,15010,Habitacional,NA,214404.1631
626,23,H1,15010,Habitacional,NA,1065479.557
638,26,G1,15010,Eriazo,NA,1176834.794
688,100,H3,15013,Habitacional,NA,543713.508
630,41,A2,15010,Agrícola,NA,5383574.904
650,102,H1,15011,Habitacional,NA,138317.6756
633,12,H1,15010,Habitacional,NA,708835.9047
634,19,I1,15010,Industrial,NA,346258.0348
635,44,F1,15010,Forestal,NA,418859.3978
636,2,H4,15010,Habitacional,NA,88999.46305
651,106,H1,15011,Habitacional,NA,1408766.184
637,1,H2,15010,Habitacional,NA,2001551.873
639,32,G1,15010,Eriazo,NA,12614122.25
640,31,A3,15010,Agrícola,NA,2252285.445
641,30,A3,15010,Agrícola,NA,1113577.267
642,38,G1,15010,Eriazo,NA,991818.4918
643,11,H2,15011,Habitacional,NA,587606.3007
662,116,H1,15011,Habitacional,NA,1118745.713
658,108,H1,15011,Habitacional,NA,7170523.2
659,123,A4,15011,Agrícola,NA,4888721.518
660,118,A4,15011,Agrícola,NA,3553361.328
661,120,A4,15011,Agrícola,NA,9334441.899
1914,27,H2,15033,Habitacional,NA,324495.7698
665,31,H1,15011,Habitacional,NA,4348349.175
666,103,H2,15011,Habitacional,NA,391576.2344
667,121,F1,15011,Forestal,NA,27772175.47
1915,102,H3,15033,Habitacional,NA,44457.98428
1673,20,H4,15121,Habitacional,NA,819521.142
1925,193,C3,15033,Comercial,NA,283634.0262
1819,51,H2,15033,Habitacional,NA,40438.83611
1708,2,C3,15121,Comercial,NA,223982.5153
691,13,H4,15013,Habitacional,NA,591079.301
692,103,H4,15013,Habitacional,NA,427992.9771
697,72,E1,15013,Equipamiento,NA,767218.0559
694,122,H4,15013,Habitacional,NA,1667084.984
693,113,H5,15013,Habitacional,NA,3932049.845
700,115,H6,15013,Habitacional,NA,618578.9329
1712,120,I3,15121,Industrial,NA,475377.4243
695,128,H6,15013,Habitacional,NA,1973889.72
696,127,F1,15013,Forestal,NA,2038791.567
1926,136,E1,15033,Equipamiento,NA,79241.11931
698,53,H4,15013,Habitacional,NA,2015213.739
702,110,H6,15013,Habitacional,NA,1532819.48
1721,125,A1,15121,Agrícola,NA,1500706.762
699,68,H6,15013,Habitacional,NA,3789924.738
1945,131,H2,15033,Habitacional,NA,507841.394
701,111,H6,15013,Habitacional,NA,447992.3083
704,112,H6,15013,Habitacional,NA,617597.5497
706,25,H2,15013,Habitacional,NA,2185144.187
1946,49,H3,15033,Habitacional,NA,118247.0787
708,23,H2,15013,Habitacional,NA,2194511.791
709,6,H4,15013,Habitacional,NA,1547951.36
710,120,H1,15013,Habitacional,NA,489292.7001
937,83,A4,15016,Agrícola,NA,55878.98087
1722,121,E1,15121,Equipamiento,NA,1216059.885
703,107,L3,15013,Especial,NA,9663635.997
935,76,A4,15016,Agrícola,NA,772331.1917
707,101,C3,15013,Comercial,NA,155242.7747
711,4,H5,15013,Habitacional,NA,2652656.217
712,104,C2,15013,Comercial,NA,164267.2882
713,19,I3,15013,Industrial,NA,922395.7032
721,109,H3,15013,Habitacional,NA,239784.8217
714,118,E1,15013,Equipamiento,NA,901848.2887
715,21,H4,15013,Habitacional,NA,1180189.641
716,63,H2,15013,Habitacional,NA,1990621.242
731,73,H6,15013,Habitacional,NA,1470121.745
717,7,H4,15013,Habitacional,NA,1838608.654
1723,63,H2,15121,Habitacional,NA,1540547.483
718,106,E1,15013,Equipamiento,NA,534059.1654
719,124,H4,15013,Habitacional,NA,934507.6857
720,67,H2,15013,Habitacional,NA,3384536.64
1947,25,C2,15033,Comercial,NA,55987.49446
722,32,H5,15013,Habitacional,NA,1812121.477
724,2,H4,15013,Habitacional,NA,1113359.513
729,121,L3,15013,Especial,NA,1772550.415
725,54,H2,15013,Habitacional,NA,2714637.788
726,50,H4,15013,Habitacional,NA,1076657.767
727,102,H4,15013,Habitacional,NA,96552.2569
728,26,H5,15013,Habitacional,NA,519418.1275
730,125,E1,15013,Equipamiento,NA,1109453.049
732,123,H1,15013,Habitacional,NA,705480.3133
733,116,H4,15013,Habitacional,NA,2446564.942
734,114,H5,15013,Habitacional,NA,358290.4194
737,48,H2,15013,Habitacional,NA,2054861.286
1924,184,H3,15033,Habitacional,NA,3599200.401
735,75,H6,15013,Habitacional,NA,3907785.531
736,1,H6,15013,Habitacional,NA,1627451.516
742,108,E1,15013,Equipamiento,NA,333988.9756
956,166,A4,15016,Agrícola,NA,1903507.153
738,16,H4,15013,Habitacional,NA,2029871.464
740,58,H2,15013,Habitacional,NA,2085531.317
741,117,H2,15013,Habitacional,NA,175208.6688
1948,21,H3,15033,Habitacional,NA,650455.8969
4890,114,A4,15084,Agrícola,NA,46284.24392
1933,176,H3,15033,Habitacional,NA,218719.2431
739,14,H2,15013,Habitacional,NA,6417823.014
743,3,H5,15013,Habitacional,NA,1055673.915
744,34,H4,15013,Habitacional,NA,399032.3148
1949,8,F1,15034,Forestal,207,18774950.63
966,155,H1,15016,Habitacional,NA,123941.1479
2040,46,A1,15035,Agrícola,NA,3366464.599
910,77,E1,15016,Equipamiento,NA,377647.1961
911,78,A4,15016,Agrícola,NA,3844571.853
907,146,A4,15016,Agrícola,NA,1279238.434
4014,13,A1,15065,Agrícola,NA,174933.3318
1144,137,A1,15025,Agrícola,NA,2212829.951
2041,69,I2,15035,Industrial,NA,636582.2949
1145,202,A1,15025,Agrícola,NA,287829.9879
2043,57,A4,15035,Agrícola,NA,33494514.34
2048,31,H3,15035,Habitacional,NA,68435.81076
2050,30,H3,15035,Habitacional,NA,541382.5
4887,72,A4,15084,Agrícola,NA,21228.39402
941,136,A2,15016,Agrícola,NA,873522.0363
3644,4,H2,15059,Habitacional,NA,699838.7325
2051,65,H3,15035,Habitacional,NA,1065152.56
922,7,H1,15016,Habitacional,NA,749867.6902
967,132,A2,15016,Agrícola,NA,1101864.694
847,1,H4,15015,Habitacional,207,2584939.726
1194,133,H1,15025,Habitacional,NA,440038.1842
3645,25,A2,15059,Agrícola,NA,1366250.544
855,7,H2,15015,Habitacional,207,1279266.795
1196,4,H2,15025,Habitacional,NA,42804.66935
856,6,E1,15015,Equipamiento,207,56532.90806
1837,61,H4,15033,Habitacional,NA,839465.7447
851,23,A4,15015,Agrícola,207,543702.4175
996,23,H1,15016,Habitacional,NA,645919.1908
845,20,A4,15015,Agrícola,207,663580.7458
846,22,A4,15015,Agrícola,207,53359841.4
852,2,H2,15015,Habitacional,207,500501.0122
1838,128,H4,15033,Habitacional,NA,226014.7163
848,12,H1,15015,Habitacional,207,1690288.654
849,11,H2,15015,Habitacional,207,848083.9957
850,14,H1,15015,Habitacional,207,217739.4384
1197,5,H3,15025,Habitacional,NA,100994.5598
853,4,H2,15015,Habitacional,207,1141840.598
857,18,A4,15015,Agrícola,207,1027072.893
858,24,F1,15015,Forestal,207,36488265.66
861,5,A1,15015,Agrícola,207,1940986.008
862,9,H2,15015,Habitacional,207,1329532.229
863,8,H2,15015,Habitacional,207,343628.3394
854,3,H1,15015,Habitacional,207,3557361.07
871,143,G1,15016,Eriazo,NA,612343.7984
864,104,H2,15016,Habitacional,NA,93407.19106
865,124,I1,15016,Industrial,NA,34518.01474
859,25,G1,15015,Eriazo,207,41492728.77
860,21,A4,15015,Agrícola,207,14116517.95
880,111,A1,15016,Agrícola,NA,302766.7866
866,17,H1,15016,Habitacional,NA,913841.7863
867,89,A4,15016,Agrícola,NA,111548.9652
868,50,A4,15016,Agrícola,NA,262306.7251
869,28,H1,15016,Habitacional,NA,673021.7166
870,52,A4,15016,Agrícola,NA,80780.06764
872,71,A4,15016,Agrícola,NA,548704.09
877,19,A1,15016,Agrícola,NA,363052.828
873,62,A4,15016,Agrícola,NA,5108250.873
874,25,H1,15016,Habitacional,NA,275896.5677
875,80,G1,15016,Eriazo,NA,51333.83306
889,30,H1,15016,Habitacional,NA,60511.11697
876,20,H1,15016,Habitacional,NA,701577.5412
1839,103,H2,15033,Habitacional,NA,279168.0003
879,8,H1,15016,Habitacional,NA,1882949.239
881,43,A4,15016,Agrícola,NA,8026636.761
1899,17,E1,15033,Equipamiento,NA,206263.9206
887,156,A4,15016,Agrícola,NA,2004704.98
888,94,A4,15016,Agrícola,NA,865213.7425
5432,8,I1,15094,Industrial,207,26102.6694
890,93,G1,15016,Eriazo,NA,476377.0812
891,173,H1,15016,Habitacional,NA,140831.5928
892,96,A4,15016,Agrícola,NA,312338.5358
893,1,H2,15016,Habitacional,NA,995431.6295
899,169,A4,15016,Agrícola,NA,377580.5743
1209,160,H3,15025,Habitacional,NA,261173.078
894,137,A4,15016,Agrícola,NA,2111209.737
895,97,A4,15016,Agrícola,NA,385242.9142
896,140,A4,15016,Agrícola,NA,58190.65983
897,123,L1,15016,Especial,NA,87726.70128
909,67,A4,15016,Agrícola,NA,162696.7406
900,158,A4,15016,Agrícola,NA,25370232.17
901,152,G1,15016,Eriazo,NA,442177.3821
908,81,A4,15016,Agrícola,NA,4018169.033
919,162,G1,15016,Eriazo,NA,264765.3988
912,66,A4,15016,Agrícola,NA,1606000.142
913,75,A4,15016,Agrícola,NA,1326172.144
914,44,A4,15016,Agrícola,NA,87835.43824
915,15,A1,15016,Agrícola,NA,1051680.763
5433,3,C2,15094,Comercial,207,85033.06795
916,87,A4,15016,Agrícola,NA,456712.6774
917,53,A4,15016,Agrícola,NA,3482112.62
918,9,H1,15016,Habitacional,NA,99095.87212
920,45,A4,15016,Agrícola,NA,3081587.959
921,13,H1,15016,Habitacional,NA,93728.96965
923,103,H1,15016,Habitacional,NA,1821169.72
925,84,A4,15016,Agrícola,NA,382190.6864
926,168,L1,15016,Especial,NA,67663.99541
927,167,A4,15016,Agrícola,NA,165237.5726
928,159,L1,15016,Especial,NA,272714.0923
929,3,H1,15016,Habitacional,NA,70474.71513
936,29,H1,15016,Habitacional,NA,645402.8363
930,31,H1,15016,Habitacional,NA,1398196.402
931,14,H1,15016,Habitacional,NA,376796.5204
932,171,A4,15016,Agrícola,NA,1275285.371
933,68,A4,15016,Agrícola,NA,107465.2266
944,91,A4,15016,Agrícola,NA,1225819.92
938,127,G1,15016,Eriazo,NA,13795116.98
939,99,A4,15016,Agrícola,NA,382109.9962
940,141,A4,15016,Agrícola,NA,669688.8009
942,63,G1,15016,Eriazo,NA,586706.1686
943,65,F1,15016,Forestal,NA,623582.8474
948,129,A4,15016,Agrícola,NA,9667173.515
6104,137,H2,15104,Habitacional,NA,2562.677693
1146,206,G1,15025,Eriazo,NA,258249.0554
951,147,A4,15016,Agrícola,NA,9025676.413
952,150,G1,15016,Eriazo,NA,62200.32394
953,22,H1,15016,Habitacional,NA,404491.262
958,16,A1,15016,Agrícola,NA,827713.3863
959,18,H1,15016,Habitacional,NA,299684.8009
960,58,A4,15016,Agrícola,NA,347094.9727
961,57,L1,15016,Especial,NA,819730.6587
4904,67,A4,15084,Agrícola,NA,90441.17204
1147,199,H1,15025,Habitacional,NA,51126.25058
1598,3,H1,15024,Habitacional,NA,676983.7857
962,70,A4,15016,Agrícola,NA,3982784.172
963,48,A4,15016,Agrícola,NA,6647408.692
964,59,G1,15016,Eriazo,NA,437110.8726
965,74,H1,15016,Habitacional,NA,390562.7193
968,131,A4,15016,Agrícola,NA,733631.4171
969,41,A4,15016,Agrícola,NA,288368.6383
970,170,A4,15016,Agrícola,NA,45543.75106
971,98,A4,15016,Agrícola,NA,439061.833
972,135,E1,15016,Equipamiento,NA,9988.986015
973,138,A4,15016,Agrícola,NA,510501.2891
974,160,A4,15016,Agrícola,NA,571056.9125
975,161,G1,15016,Eriazo,NA,269561.8802
976,164,A4,15016,Agrícola,NA,4077979.957
977,133,I1,15016,Industrial,NA,44010.70313
979,64,F1,15016,Forestal,NA,4187018.492
980,95,A4,15016,Agrícola,NA,131783.4342
981,172,A4,15016,Agrícola,NA,382844.9878
982,69,A4,15016,Agrícola,NA,1698764.126
983,121,A4,15016,Agrícola,NA,18505219.17
978,79,F1,15016,Forestal,NA,3571948.609
988,26,H1,15016,Habitacional,NA,133566.436
984,88,A4,15016,Agrícola,NA,822364.0036
985,142,G1,15016,Eriazo,NA,3906133.708
986,134,A4,15016,Agrícola,NA,872192.2213
987,130,H1,15016,Habitacional,NA,129363.1021
1008,2,H1,15017,Habitacional,NA,751146.3038
989,163,A4,15016,Agrícola,NA,7134962.416
1005,6,E1,15017,Equipamiento,NA,213663.9323
1018,12,A4,15017,Agrícola,NA,1049188.967
1137,135,H3,15025,Habitacional,NA,263816.5012
1138,173,C1,15025,Comercial,NA,67061.0194
990,148,A4,15016,Agrícola,NA,13346932.65
991,149,G1,15016,Eriazo,NA,141492.9453
992,144,L1,15016,Especial,NA,112336.9033
993,145,A4,15016,Agrícola,NA,14694529.93
1024,27,A4,15017,Agrícola,NA,3743656.051
994,55,A4,15016,Agrícola,NA,15928373.2
1139,203,A1,15025,Agrícola,NA,47099.33308
1140,204,G1,15025,Eriazo,NA,16556.86427
997,24,H1,15016,Habitacional,NA,1999679.464
998,60,G1,15016,Eriazo,NA,1375671.824
1006,20,A4,15017,Agrícola,NA,1463245.913
999,61,A4,15016,Agrícola,NA,12205949.97
1000,11,I1,15016,Industrial,NA,19667.0465
1007,13,H2,15017,Habitacional,NA,51969.2765
1141,205,A1,15025,Agrícola,NA,22781.98062
1001,86,A4,15016,Agrícola,NA,8174571.625
1002,1,H2,15017,Habitacional,NA,157188.8556
1003,3,E1,15017,Equipamiento,NA,90196.45778
1004,0,0,15017,Sin dato,NA,401943.6103
1142,165,A1,15025,Agrícola,NA,1466534.269
1143,9,E1,15025,Equipamiento,NA,531460.6659
1010,14,H1,15017,Habitacional,NA,869223.4812
1011,17,F1,15017,Forestal,207,473413.5501
1028,8,H2,15017,Habitacional,NA,135377.3571
1012,11,A4,15017,Agrícola,NA,2593464.634
1009,22,A4,15017,Agrícola,NA,6466975.888
1013,15,H1,15017,Habitacional,NA,58796.08236
1014,24,A4,15017,Agrícola,NA,5282380.033
1016,21,G1,15017,Eriazo,NA,762201.2708
1017,9,H2,15017,Habitacional,NA,204835.8644
1021,18,A4,15017,Agrícola,NA,1980459.209
1022,26,A1,15017,Agrícola,NA,2096387.542
1023,29,H2,15017,Habitacional,NA,150332.9367
1155,164,A1,15025,Agrícola,NA,558956.4098
1019,16,A4,15017,Agrícola,NA,10168102.55
1020,19,A4,15017,Agrícola,NA,1205418.137
1025,25,F1,15017,Forestal,NA,3257774.276
1026,23,G1,15017,Eriazo,NA,234658.0657
1156,186,I2,15025,Industrial,NA,174534.856
1157,175,I2,15025,Industrial,NA,700497.5613
1027,10,H1,15017,Habitacional,NA,6155633.17
1158,181,H2,15025,Habitacional,NA,12612.46745
1159,132,I1,15025,Industrial,NA,117374.2933
1212,124,A1,15025,Agrícola,NA,1469984.432
1170,180,A1,15025,Agrícola,NA,2474629.705
1193,113,H2,15025,Habitacional,NA,2967952.359
1632,33,A1,15024,Agrícola,NA,920176.8426
5662,65,H3,15099,Habitacional,NA,240892.6995
1602,19,E1,15024,Equipamiento,NA,50131.23303
1633,39,H1,15024,Habitacional,NA,728905.9017
1236,105,H2,15025,Habitacional,NA,3289230.909
1246,139,A5,15025,Agrícola,NA,240318.9738
5650,140,I2,15099,Industrial,NA,424843.7735
3646,8,H1,15059,Habitacional,NA,418584.8964
1657,129,C3,15121,Comercial,NA,239634.3715
1367,109,H1,15028,Habitacional,NA,1736402.192
1658,136,C3,15121,Comercial,NA,67084.68439
1131,102,H4,15025,Habitacional,NA,27046.19101
1132,157,L3,15025,Especial,NA,871498.2155
1133,140,L3,15025,Especial,NA,628687.9757
1134,141,L3,15025,Especial,NA,1583656.625
1135,170,H3,15025,Habitacional,NA,320231.234
1148,187,I3,15025,Industrial,NA,67247.78755
1149,17,H2,15025,Habitacional,NA,1272997.358
1136,158,A4,15025,Agrícola,NA,6197197.898
1150,26,H2,15025,Habitacional,NA,1004919.294
1151,20,A1,15025,Agrícola,NA,5116098.709
1152,161,H1,15025,Habitacional,NA,167499.3241
1153,208,A3,15025,Agrícola,NA,484441.103
1154,207,H2,15025,Habitacional,NA,46525.66554
1810,124,H3,15033,Habitacional,NA,78501.43545
1160,131,H1,15025,Habitacional,NA,461246.4799
1718,141,H3,15121,Habitacional,NA,341922.8242
1161,106,H3,15025,Habitacional,NA,93600.26186
1162,31,H2,15025,Habitacional,NA,1606685.173
3647,26,A3,15059,Agrícola,NA,614231.5263
1163,168,A3,15025,Agrícola,NA,4255092.667
1164,25,I3,15025,Industrial,NA,134970.3316
1165,145,A1,15025,Agrícola,NA,1148908.914
1171,184,A1,15025,Agrícola,NA,237861.4605
1176,18,H2,15025,Habitacional,NA,585212.6643
3648,21,A2,15059,Agrícola,NA,300836.8166
1166,126,H1,15025,Habitacional,NA,2721378.67
1167,27,H2,15025,Habitacional,NA,505152.0473
1168,185,H2,15025,Habitacional,NA,201445.1993
1169,15,I1,15025,Industrial,NA,87522.58557
1186,189,A1,15025,Agrícola,NA,1586970.241
1184,169,H3,15025,Habitacional,NA,375069.4993
2073,40,A4,15036,Agrícola,NA,169354.1499
1172,14,H2,15025,Habitacional,NA,3668188.96
1173,125,A1,15025,Agrícola,NA,5343456.899
1174,192,H1,15025,Habitacional,NA,438460.3992
1175,211,H2,15025,Habitacional,NA,43830.02255
1187,188,H3,15025,Habitacional,NA,40479.48345
1198,13,I2,15025,Industrial,NA,2672461.72
1199,110,H4,15025,Habitacional,NA,92445.79743
1177,19,H1,15025,Habitacional,NA,974396.0058
1178,177,H3,15025,Habitacional,NA,1689237.849
1179,176,H3,15025,Habitacional,NA,1625909.552
5347,42,I1,15092,Industrial,NA,51938.22064
1180,24,H2,15025,Habitacional,NA,1687450.527
1181,21,H2,15025,Habitacional,NA,121083.6854
1182,101,A1,15025,Agrícola,NA,142885.3978
1183,182,A1,15025,Agrícola,NA,281805.0524
1185,153,A1,15025,Agrícola,NA,4192678.611
1188,123,H1,15025,Habitacional,NA,3314865.122
1189,136,A1,15025,Agrícola,NA,646341.8502
1190,122,H3,15025,Habitacional,NA,913283.2079
1191,8,H2,15025,Habitacional,NA,373411.7486
1192,174,E1,15025,Equipamiento,NA,63550.43726
1200,151,A3,15025,Agrícola,NA,329425.5402
1201,166,A3,15025,Agrícola,NA,1357916.736
1202,149,A3,15025,Agrícola,NA,89709285
1203,163,A1,15025,Agrícola,NA,1833362.601
1217,10,H2,15025,Habitacional,NA,729018.0938
1218,178,H3,15025,Habitacional,NA,153638.9531
1219,171,H3,15025,Habitacional,NA,491651.2961
1226,3,E1,15025,Equipamiento,NA,190456.5719
1227,120,I1,15025,Industrial,NA,863551.7757
1204,147,A3,15025,Agrícola,NA,6756542.221
1210,155,H1,15025,Habitacional,NA,201178.318
1211,159,A5,15025,Agrícola,NA,119314.9816
1230,115,H1,15025,Habitacional,NA,336772.9162
1231,154,A1,15025,Agrícola,NA,661649.4316
1232,198,H2,15025,Habitacional,NA,84722.79346
1205,130,H1,15025,Habitacional,NA,1373483.691
1206,212,H3,15025,Habitacional,NA,300065.4572
1207,201,G1,15025,Eriazo,NA,120468.9017
1208,33,G1,15025,Eriazo,NA,767167.9925
1213,143,A4,15025,Agrícola,NA,1554779.19
2861,3,H2,15070,Habitacional,NA,247973.3083
1214,144,A4,15025,Agrícola,NA,11338572.59
1225,119,H2,15025,Habitacional,NA,659938.3539
1215,118,H3,15025,Habitacional,NA,2600794.76
1216,209,G1,15025,Eriazo,NA,12553.06148
1220,162,A1,15025,Agrícola,NA,4049292.108
1221,146,H2,15025,Habitacional,NA,326630.342
1222,142,A1,15025,Agrícola,NA,1587752.428
1223,114,H2,15025,Habitacional,NA,1019310.079
1224,117,H4,15025,Habitacional,NA,123454.1962
1228,134,H1,15025,Habitacional,NA,2577595.134
1229,190,H1,15025,Habitacional,NA,292306.7865
1233,12,H2,15025,Habitacional,NA,1313953.7
1234,183,A1,15025,Agrícola,NA,154260.1473
1237,138,A1,15025,Agrícola,NA,1541249.677
1238,23,H2,15025,Habitacional,NA,970349.3776
1239,179,H3,15025,Habitacional,NA,356055.6662
1240,210,A1,15025,Agrícola,NA,91540.29837
1241,200,G1,15025,Eriazo,NA,41932.92312
1242,197,H1,15025,Habitacional,NA,112045.906
1243,22,A1,15025,Agrícola,NA,1608515.848
1244,121,C1,15025,Comercial,NA,378289.7322
1245,112,E1,15025,Equipamiento,NA,62113.28258
1247,103,H2,15025,Habitacional,NA,197852.0429
1248,127,H1,15025,Habitacional,NA,1960140.894
1249,111,C2,15025,Comercial,NA,247509.2776
1250,2,H2,15025,Habitacional,NA,2507377.726
1251,30,H2,15025,Habitacional,NA,791831.999
1252,29,H1,15025,Habitacional,NA,2460079.874
1253,152,A1,15025,Agrícola,NA,2867428.188
1254,32,H2,15025,Habitacional,NA,45916.51382
1358,13,H2,15028,Habitacional,NA,344770.7925
1377,8,H1,15029,Habitacional,NA,382913.5621
1359,4,L3,15028,Especial,NA,2825054.39
1378,18,H1,15029,Habitacional,NA,331178.0309
1379,17,H3,15029,Habitacional,NA,296254.6472
3517,114,H4,15057,Habitacional,NA,128598.2105
1380,9,H2,15029,Habitacional,NA,34830.33384
1368,11,H2,15028,Habitacional,NA,439000.5032
1381,43,H3,15029,Habitacional,NA,75919.40078
1811,174,H3,15033,Habitacional,NA,940434.235
1719,128,H4,15121,Habitacional,NA,620953.8983
1382,14,I2,15029,Industrial,NA,702056.2925
1383,5,H3,15029,Habitacional,NA,42424.66887
1384,2,H1,15029,Habitacional,NA,394048.4221
1385,1,H2,15029,Habitacional,NA,1052851.197
1395,23,H3,15029,Habitacional,NA,729734.0031
3649,35,H3,15059,Habitacional,NA,1437540.1
3650,34,H1,15059,Habitacional,NA,875805.0867
3651,36,H1,15059,Habitacional,NA,62525.13173
6528,1,H2,15125,Habitacional,NA,626833.9594
5629,163,A4,15099,Agrícola,NA,137751.6371
3652,37,H1,15059,Habitacional,NA,66790.71526
3653,39,A3,15059,Agrícola,NA,233217.108
1344,28,H2,15028,Habitacional,NA,717808.3847
5649,94,H2,15099,Habitacional,NA,122613.5891
1345,6,A2,15028,Agrícola,NA,192655.8501
1346,14,H2,15028,Habitacional,NA,649638.0196
1809,8,H2,15033,Habitacional,NA,2467475.991
1357,22,H1,15028,Habitacional,NA,1819896.012
1347,108,H2,15028,Habitacional,NA,416392.9233
1348,110,H1,15028,Habitacional,NA,464529.4486
1354,24,H2,15028,Habitacional,NA,50969.06152
1349,102,H2,15028,Habitacional,NA,852951.85
1355,20,H1,15028,Habitacional,NA,645656.7404
1350,7,H2,15028,Habitacional,NA,463443.8155
1351,105,H1,15028,Habitacional,NA,296679.6078
1356,23,H2,15028,Habitacional,NA,83495.46713
1352,21,H1,15028,Habitacional,NA,1706500.234
1353,25,H1,15028,Habitacional,NA,386576.7693
1360,27,H1,15028,Habitacional,NA,479107.4643
1361,115,H3,15028,Habitacional,NA,14415.60596
1362,101,H2,15028,Habitacional,NA,274492.2981
1363,106,A1,15028,Agrícola,NA,898200.7002
1364,2,H2,15028,Habitacional,NA,477113.1352
1365,107,H2,15028,Habitacional,NA,420682.9333
1366,3,H3,15028,Habitacional,NA,28802.36524
1369,5,H1,15028,Habitacional,NA,808719.546
1370,26,H1,15028,Habitacional,NA,323138.0385
1371,1,H2,15028,Habitacional,NA,1744292.194
1372,104,H3,15028,Habitacional,NA,8993.661034
1373,114,H3,15028,Habitacional,NA,11321.19995
1374,112,H3,15028,Habitacional,NA,44569.67102
1375,10,H2,15028,Habitacional,NA,200972.4461
1391,28,H3,15029,Habitacional,NA,918224.8025
1376,38,A2,15029,Agrícola,NA,1375803.759
1394,16,H2,15029,Habitacional,NA,600540.6751
1386,27,H1,15029,Habitacional,NA,2943454.689
1387,22,H3,15029,Habitacional,NA,1378256.087
1396,15,H2,15029,Habitacional,NA,1035966.45
1392,39,A2,15029,Agrícola,NA,3663410.404
1812,156,H3,15033,Habitacional,NA,80665.78695
1388,40,A4,15029,Agrícola,NA,5437205.617
1397,3,H2,15029,Habitacional,NA,535287.2958
1393,36,A4,15029,Agrícola,NA,1989934.439
1428,6,H2,15031,Habitacional,NA,1091282.139
1398,20,H3,15029,Habitacional,NA,404695.9745
1399,6,H3,15029,Habitacional,NA,99489.71894
1813,123,H3,15033,Habitacional,NA,10494.06579
1400,25,H1,15029,Habitacional,NA,2749197.713
1401,7,H1,15029,Habitacional,NA,621727.0482
1402,33,H1,15029,Habitacional,NA,241278.4221
1389,41,A4,15029,Agrícola,NA,3929275.062
1390,24,H3,15029,Habitacional,NA,378613.4086
1429,29,H1,15031,Habitacional,NA,127649.2831
1413,7,H1,15030,Habitacional,NA,163484.5151
1403,34,A4,15029,Agrícola,NA,875721.8463
1404,4,H2,15029,Habitacional,NA,2496154.741
